Timestamp	Store Walk Date	Store Location	Month/Year	Store + Month	Parking Lot Cleanliness #	Yard/Landscaping	Electronic Sign	Outdoor Merchandising	Safety	Curb Appeal Notes	Entry - First Look	Checkout Area	Helpful Hub	Paint Desk/Paint Mixing Areas	Floors	Bathrooms	Store Cleanliness Notes	Old Pegs/Price Tags	Excessive Outs	Location/Peg Hook Maintenance	Back Stock Pulled	Base Deck Clean	Endcap Headers Displayed	Area(s) Needing Attention	Shelf Maintenance Notes	Clean and Organized	Fire Lanes Clear	Order Rec/Stocked 24hrs	Cardboard/Trash Removed	Backroom/Warehouse Notes	Aisles Clear of Totes/Ladders	No Safety Violations	Safety Notes	Final Notes	Curb Appeal Photos	Store Cleanliness Photos	Shelf Maintenance Photos	Backroom/Warehouse Photos	Safety Photos	Additional Photos	Store Walk Date	Email Address	Notes	Year + Store
11/10/2022 14:15:51	11/10/2022	Christiansburg	11 2022	Christiansburg 11 2022	5	5	5	3	5	Outside store looks good. Still need pricing on several items and leaves in and around propane look rough. Slides on the sign are good and have been updated recently.	 4	3	3	4	4	5	Entry looks good when entering. Unlike the wind chimes in the vestibule but they might be better where they can be shopped.  Christmas display looks good in front but we still need to address the impulse area.  Moving Hallmark and Grills currently but it’s coming along; keep rolling with this as a priority until it’s done. Checkout area is clear and knife table looks awesome. Helpful hub is currently a mess because of the move with Hallmark. Paint desk is a little messy. Try cleaning  up all the paint stacked in the floor near the bathrooms or adding some shelving. Bathrooms were spotless.	 3	2	2	4	4	5	Lots of shelf maintenance needed. Every aisle has a least one 4’ peg section seems to have items several items either without homes or in the wrong place. Locations, closeout items, double tags, and regular maintenance can be addressed more easily by utilizing the PIP process that we have gone over.	 Need to shoot outs in the whole store at least once per week to address the outs, closeout tags, and shelf maintenance issues. Basedeck and old price tags need to be cleaned and cleared.	2	5	5	5	Warehouse is in danger of falling back into disorganization. Constant vigilance and working out all new products as soon as possible will help alleviate the constraints of a small back room. Good job getting your order from truck to floor in 24 hours.	2	5	Lots of totes and carts in the aisles because of the Hallmark move (most of which I am responsible for). Make it a priority to finish this move and don’t let it linger. The majority will be done this week but the details and fine tuning need to be finalized as soon as possible.	Store is coming along nicely. Keep working towards the goal of having only backstock, seasonal, Yeti and Stihl in the back room.							 11/10/2022	nwace.regional@gmail.com		2022 Christiansburg
11/12/2022 15:35:14	11/12/2022	Vinton	11 2022	Vinton 11 2022	4	5	5	4	4	Lots is clear and mostly clean. Still a little messy down by propane side of building behind fence. Mums are looking pretty rough and could use some “cleaning”. Pallet standing up on the side of the building when I came in this morning.	  5	5	5	5	4	4	Great first look when entering. Registers are clean and clear; ready for business. Paint desk is clear and helpful hub looks great. Floors are still very clean considering. Bathrooms really need something done with their floors but are clean and stocked.	 5	4	4	5	5	5	Main run needs to be fronted. Plumbing fittings could use a little evaluation for Min OP	Pricing is up to date, not too many outs but we need to continue utilizing the PIP outs research and pull tags.	4	5	5	5	Warehouse looks great but Stihl bench needs to be cleared and worked especially since we aren’t doing any repairs; no reason for it to be cluttered if we aren’t using it. Great job getting the order in and out in; stihl stock has been obviously worked. Outside storage looks great. Just, awesome work.	5	5	Address issues in parking lot.	Store looks and feels great. Keep up the awesome work.							 11/12/2022	nwace.regional@gmail.com		2022 Vinton
11/14/2022 8:54:51	11/14/2022	Winston Salem	11 2022	Winston Salem 11 2022	5	5	5	4	5	No electronic sign	4	4	4	4	4	4	Hub needs some merchanding and cleaning	4	4	4	4	4	4	Aisle 3,8,25,17	Power tools, hand tools,  bird seed need attention.	 5	4	5	5	Warehouse in great shape	5	4	Need steps for pine straw trailer.	Store in great shape.							11/14/2022	Nwncregionaltc@gmail.com		2022 Winston Salem
11/14/2022 13:33:36	11/14/2022	Hollins	11 2022	Hollins 11 2022	5	4	5	4	5	Furniture outside under entryway make the floor mats inaccessible; mums look great. Can’t get to deer corn safely. Maybe consider moving the furniture away from the corn.	 3	5	5	5	4	4	Entry is very cluttered. Feels like you have to walk in a tunnel. The floor displays are overwhelming and the Christmas decorations are a little hard to shop as a result of the narrow walk way small landing area.  I don’t have a great fix for this but the entry needs to be adjusted somehow. Checkout area, paint mixing and floors all look great. Bathrooms need the walls wiped down around the toilet and sink as well as paper towels in the mens room.	 5	5	5	4	5	1	Front area; endcaps, price sale stickers;	 Fantastic work on shelf maintenance and outs. Store looks full. Aisle 10 looks better than ever. Plumbing base deck is clear as are PTA. Great job! Still need to put up endcap headers as well as sale signs. There are a few Stihl backstock items that need to be put out as well.	4	5	5	5	Back room is full but not cluttered; everything is still easy to get to, just tight.	5	5	Great work; just need to widen the area at entry	 Overall your store looks great. Entry needs some work as well as the outdoor merchandising right as you enter, but the majority of the store is great. Amazing turn Around regarding shelf maintenance . Keep up the good work!							11/14/2022	nwace.regional@gmail.com		2022 Hollins
11/28/2022 14:09:24	11/28/2022	Salem	11 2022	Salem 11 2022	5	5	4	5	5	The sign could be more to the point. Many slides had 6 rows of text and it can be hard to catch flying by. We also don’t need the date/time/temp and so on.	 5	5	5	3	5	5	The paint area needs work. Mis-tints scattered about, had random baskets behind the desk with shelf hardware. We need someone to “own” the upkeep in the paint department.	 5	5	5	5	5	5		Good job guys!	3	5	5	5	Getting the back room and cage area cleaned up should be the goal for the winter months. The cage is jam packed.	 5	5	Good job	The store looks really good considering we had to jam in our Christmas set to an already full store. It’s going to take hard work and some creativity to get the cage and back room in better condition so start brainstorming solutions and let’s make it happen.							 11/28/2022	nwace.chrisadams@gmail.com		2022 Salem
11/28/2022 10:01:30	11/28/2022	Blacksburg	11 2022	Blacksburg 11 2022	4	5	5	4	5	Looks nice and clean, with exception of the block from the sign project, which is the electricians responsibility.  Let's follow up with him asap.	5	5	4	4	5	4	The store looks great! Very welcoming and tidy.  The paint mixing area needs a little buttoning up.  The bathrooms are fine, but we had a paper towel discpenser on the shelf in the womens room, and we should remove the old one in the mens room and put the new one in its place.	5	5	5	5	5	5	All good here, the only worry I have going forward is staying on backstock when its not in sight (warehouse).	Keep checking outs and listening to customers on what we need to add to our selection.	3	5	5	4	The trash is something we can't magically correct but once its sqaured away we will be good to go for the future.  And once we get staffed up the organization will come in the warehouses.  It will come together.	5	5	Good job!	Keep up the great work!  Staying on top of shelf maintenance will make your lives easier with the store so "clean" inventory-wise.							11/28/2022	nwace.chrisadams@gmail.com		2022 Blacksburg
12/5/2022 12:19:07	12/5/2022	Vinton	12 2022	Vinton 12 2022	5	5	4	5	5	Be sure to update sign as often as possible to stay relevant. Great work keeping the store clean and straight.	5	5	5	5	5	4	Entry looks good. Floors look amazing. Bathroom floor and door still need to be addressed, but are clean and functional.	5	4	4	4	5	5	Backstock peanuts, cleaning aisle (product for sale v. top stock shelf), & YETI	Locations & Different tag styles, take down blank pegs	4	5	5	5	Great work getting from truck to floor in 24; Work Bench needs some attention	5	5		Store looks incredible. Sales are still a little off pace but in stock realiablity is much improved with a lot less outs on the shelves.  Keep up the hard work!							12/5/2022	nwace.regional@gmail.com		2022 Vinton
12/7/2022 12:46:36	12/7/2022	Ridgeway	12 2022	Ridgeway 12 2022	4	5	4	4	5	Much improved. Furniture is organized better but we still have plastic on the bird seed and trash on the side of the building facing the road.	 5	4	4	4	5	4	Huge improvement since last month. Seriously, huge strides. Up front looks awesome. Bathrooms are clean with trash removed. Paint desk is clean just next to the trash can and mixer looks bad, but otherwise really great work here.	3	2	3	3	4	5	Last aisle, Hillman, really needs some help. Lots happening but not a lot that makes sense	Improved over last month. Continue to work on shelf maintenance and shooting outs in PIP. This will help with claims if nothing else. Keep hammering on old yellow tags and locations as well.	3	5	4	4	Continues to be an issue. Every week your staff should be trying to work out more and more product and get it out of the floor to make space, keep it clean, and reduce shrink from rodents.  Good work getting your orders up, but remember truck to floor in 24.	4	5	Much improved here as well. Light bulb tote in the aisle but a big improvement overall.	 You took the evaluation from last month to heart and really worked hard to correct some of the issues we had. Great work, but don’t become complacent. Work every day to improve your processes and the sales will follow.							12/7/2022	nwace.regional@gmail.com		2022 Ridgeway
12/4/2022 12:46:36	12/4/2022	Hollins	12 2022	Hollins 12 2022	5	5	5	4	5	Much improved. Make sure you have plastic cut off of skids like salt and bird seed when you’re pulling stock off of them.	 3	5	5	5	4	5	Entry is very full BUT it’s shop-able and has pricing. Yeti looks better and I like how you moved some back to the wall near Christmas as decor sold down to fill the shelves. Registers look better than I’ve seen them in a while and impulse is nice and full. Bathrooms are clean. Good job!	5	5	5	4	3	5	Garden flags, grills, and willowtree	Store has less outs than I have seen in months. Stihl rack was even full.  Pricing and locations were accurate. Garden flags and floor mats are a mess and need to be cleaned up and hung back up.  Grills are also a little crazy and could use a good dusting, but not too bad. There are several willow tree figurines that need to be worked up in the back room.	3	5	5	5	Definitely seen worse, but I’ve also seen it better. Be careful not to fall into a trap here and back slide. Also be aware that we need to start our pre-count for inventory soon which will include the back room seasonal merchandise.	5	5	"Looking good guys!!
"	Great work here guys. I know sales are down a bit but your store is in great shape and prepared for when customers are ready to shop.							 12/4/2023	nwace.regional@gmail.com		2022 Hollins
12/9/2022 12:55:49	12/9/2022	Blackstone	12 2022	Blackstone 12 2022	5	5	5	4	5	Looks good. I question the rope furniture in the parking lot? Seems like it will get damaged by elements and seems easy to steal.	 5	5	5	5	5	5	Love this store. Store looks great, awesome entry. Floors look so good, as do the register. Keep up the good work!	4	5	4	5	5	5	Continue working on locations for products that are coming in, even if they are SO22 or SC22.	 Good job in most stuff, but check those locations and keep hammering on price changes.	5	5	5	5	Great job guys. Seriously. Keep rolling	5	5	Just be sure to keep using wet floor signs on rainy or snowy days	Your stores continue to impress. Keep working the processes of PIP Outs and placing PO’s in Eagle before the product is ordered to help identify overstocks or backstock. Great work guys.							12/9/2022	nwace.regional@gmail.com		2022 Blackstone
12/19/2022 8:49:22	12/19/2022	Morganton	12 2022	Morganton 12 2022	4	4	5	5	4	Pallets staged out front for work in back, but stacked up neat.	5	5	3	3	5	5	Paint cans on top of hub and hand trucks in front of hub.	4	3	3	4	4	4	Entire store working on last weeks truck.	Totes,stove pipe,dryer vent,coolers, echo, stihl need attention.	 2	2	1	4	Warehouse full of last weeks truck.	4	4	Aisle 1, 2, 23,  need to be cleared	Store is stocking from last week, should be done today.							12/19/2022	Nwncregionaltc@gmail.com		2022 Morganton
12/19/2022 13:21:20	12/19/2022	Hickory	12 2022	Hickory 12 2022	5	5	1	4	4	Electronic sign is broken.	5	5	5	5	3	5	Floor need to be stripped	4	4	4	5	5	1	Center aisle		5	5	5	5	Warehouse looks great	5	5	All clear	Store really clean							 12/19/2022	Nwncregionaltc@gmail.com		2022 Hickory
12/19/2022 13:24:44	12/19/2022	Salem	12 2022	Salem 12 2022	5	5	3	5	5	We need to reduce the amount of info we have on the busier slides. And we absolutely cannot advertise for the Hot Dog guy with two slides.	 5	4	5	4	5	5	Paint area is going in the right direction. The checkout area took a hit because the visible area behind the register looks messy and unorganized. It’s not a shopping area but visible.	 5	5	5	5	5	5		Keep up the good work!	4	5	5	5	Keep chipping away at it but it’s already looking better.	 5	5	Good job!	Good job getting the back room heading in the right direction. The store looks nice, clean and stocked.							 12/19/2022	nwace.chrisadams@gmail.com		2022 Salem
12/19/2022 18:29:46	12/19/2022	Winston Salem	12 2022	Winston Salem 12 2022	5	5	5	4	5	No electronic sign	4	4	4	4	4	5	Needs general cleaning around the hub.	2	1	3	3	3	2	Tools, glue,patch,tape,tie downs,mailboxes,toilet repair,gloves, bird, grill accessories	 Store needs a lot of attention	 4	5	3	5	All clear ,except grills for delivery	5	5	No safety hazards	A lot of work to get ready for inventory							 12/19/2022	Nwncregionaltc@gmail.com		2022 Winston Salem
12/21/2022 14:13:46	12/21/2022	Clifton	12 2022	Clifton 12 2022	5	5	4	4	5	Looks good out back!	4	4	4	4	4	5	Need to sweep by the front entrance but the floors look good. The front should clear out after Christmas but it’s looking better too.	 4	4	3	4	4	5	Need to keep combing the store section by section. Marvin and Robert have been doing a great job diving into shelf maintenance.	 The areas you’ve tackled look really good. It takes time but we should be able to plow through some sections in the slower upcoming months.	 2	3	3	4	Looking more organized. Start game planning for clean out and how you want the warehouse to function once we get it into shape.	 4	4	Generally pretty clear. The paint room seems to have the most issues with cans and cases of paint in the floor.								 12/21/2022	nwace.chrisadams@gmail.com		2022 Clifton
12/22/2022 13:58:44	12/22/2022	Blacksburg	12 2022	Blacksburg 12 2022	5	5	5	5	5	Looks sharp. We need to get the one NWH sign on the side hooked up but besides that we are in good shape.	 5	5	4	5	5	5	Once we figure out a solution for the sidewinder key cutter it shouldn’t look as messy.	 5	5	5	5	5	5		Great job shooting outs and making claims! You guys are doing great getting the staff comfortable with the Zebra guns and helping with the burden of shelf maintenance.	 5	5	5	4	We still have a chunk of trash. But it’s organized! This would be great store to pilot the Mango Backstock Program we will roll out in 2023.	 5	5	Good job	Sales are steadily climbing and your crew is getting better everyday. Keep up the good work!							12/22/2022	nwace.chrisadams@gmail.com		2022 Blacksburg
12/30/2022 9:10:09	12/8/2022	Christiansburg	12 2022	Christiansburg 12 2022	4	5	5	3	5	Looks Good. Parking lot is fairly clean but you need to address the fallen over lattice work in front of the door.	  4	5	5	3	5	5	Still need some work around toys but the whole front of the store looks great otherwise.  Paint area around water fountain and mis tint areas still need to be addressed.  Make this a priority.	5	2	4	5	4	5	Keep working on grill accessories and moving them, think about pre-season Scotts chemical coming in.  Work on clearing out the center power aisle	Price changes are going to be a struggle for everyone.  Keep working on getting them address.  Endcap header signs aren't up but I called Esther and she is working on them.  Need do do better at shooting outs and addressing the root cause of them.	 3	5	5	5	Keep working constantly on making your back room as efficient as possible.	 4	5	When working on resets, make sure you don't leave totes and ladders in the aisle for people to trip on.	 Store looks great overall.  You guys are setup to have a great December.  Make sure you have enough room around your knife table for customers to shop it and clear out anything in the floor that impedes sales. Keep rolling on you Grill and Hallmark resets.							12/8/2022	nwace.regional@gmail.com		2022 Christiansburg
1/5/2023 9:35:26	01/05/2023	Blackstone	1 2023	Blackstone 1 2023	5	5	5	4	5	Succulents need to be thrown out.	 5	5	5	5	5	5	"Bathrooms being cleaned currently
 Floors are the best they have ever been!"	3	4	5	5	5	3		There’s some old tags in thermometer area and accessories. Battery tags are yellow	5	5	5	5	Looks incredible!	5	5		Keep up the great work.  Take a look at some of your finelines where you are doing well and where there are areas for improvement.  We still want to work on reducing inventory and try to get lean on hours where possible, but overall your store looks great!							 01/05/2023	nwace.regional@gmail.com		2023 Blackstone
1/6/2023 14:45:34	1/6/2023	Vinton	1 2023	Vinton 1 2023	3	5	4	4	5	Propane cage needs the old dispenser finally thrown in the trash. Need price per gallon listed on the propane cage. No tags on the Amish showing the discount. Pallet rack pricing is very hard to read.	 4	5	5	4	4	4	Entry looks good.  Need to finish setting up where we removed Christmas. Floors are looking little rough from all the moves. Ask them to strip the bathroom floors as well next time to see if we can make the bathroom look a little nicer.	 4	3	5	5	5	5	Drill bits, spray paint, flags	Lots of outs in the drill bits that I assume are discontinued products. See if we need to have these and if not let’s remerchandise this section to make it look better. Seasonal flags need to be packed up and Valentines need to be put out instead. Spray paint looks pretty rough but this might be because of stock outs in warehouse. Make sure we’re hitting outs each week using PIP.	 4	5	5	5	Continues to impress but we still are struggling keeping the workbench clear and Stihl Parts organized.	 5	5		Store looks great overall. A few pockets here and there that can use some attention. Make sure to keep hitting your outs and keep focused on seasonal opportunities. We’ll go over your goals for spring separately.							1/6/2023	nwace.regional@gmail.com		2023 Vinton
1/7/2023 10:55:24	1/7/2023	Christiansburg	1 2023	Christiansburg 1 2023	5	5	4	4	5	Need pricing on pallets and make sure your slides are less than 5 seconds each bud longer than 3 seconds. Most everything else looks good.	4	4	5	5	4	5	Entry looks good but we need to pack up and label Christmas still. Checkout is fine but the impulse is still a mess and needs some attention. Hub and Floors look good. Glad we got the paint away from the water fountain. Bathrooms look good!	4	4	5	4	4	5	Stove pipe move, paint endcaps, jars	Much better. Still need some old tags replaced in sections but the moves you’ve made look great. Make sure when we move product though they we are re-locating them in the right section.	 3	5	5	5	Getting a little messy but at least it’s easy to find. Be careful of the snowball that can happen.	 5	5		Store looks incredible compared to what it did last time I was here. Love the moves you’re making. Keep working the problem, making the most effective use of your space. Love the progress I’m seeing though. Paint still needs work but I love the ideas you both have. Keep it up!							1/7/2023	nwace.regional@gmail.com		2023 Christiansburg
1/11/2023 10:53:00	1/11/2023	Hickory	1 2023	Hickory 1 2023	4	5	1	4	4	Sign still not working	4	4	4	4	4	5	In process of cleaning floors. Looking really good.	5	4	4	5	5	3	Need to pack up Christmas	 Need to order ramik	4	5	5	5	Looks great	 5	4	Need to clean up loose straw by trailers	Store looks great , hillman finishing setting fastener aisle.							1/11/2023	Nwncregionaltc@gmail.com		2023 Hickory
1/11/2023 11:31:08	1/11/2023	Hollins	1 2023	Hollins 1 2023	4	4	5	4	5	Outside lot looks fine. Back lot needs some attention. I do not any the store use grills left outside. Too much temptation for customers to steal them. Need some palllet goods but was told they are on transfer.	 4	5	3	3	4	4	Entry looks great. Grills setup and clean. Checkout looks clean and uncluttered. Paint desk/hub is very messy with cats and totes in the floor. Hallmark looks bare and the two empty displays need to be taken off the sales floor or filled up. Bathrooms are clean but the floors needs to be cleaned more thoroughly.	5	4	5	5	5	3	Endcaps. Stihl. Hallmark	Price tags and locations look good. All Ace sourced product seems to be in good stock and not overstocked. It seems we are struggling with third party products like Stihl and Hallmark. Lots of outs in Stihl. Check with Williamson to get filled.  Only 1 endcap header displayed. Need to rework some endcaps. No roving on WQ seed for instance.	 4	5	5	5	Still looking good. A little mess, but nothing crazy.	 4	5	Avoid setting totes on the floor and working out of them; possible trip hazard. Dispose of any wooden ladder in the store.	Overall good store walk. A few areas of opportunity but easily remedied. Keep it up.							1/11/2023	nwace.regional@gmail.com		2023 Hollins
1/11/2023 14:07:26	1/11/2023	Morganton	1 2023	Morganton 1 2023	4	4	5	4	4	Need to clean up Christmas inflatables, mulch area and pallets of soil by trailers	 3	4	4	4	4	5	Need to get Christmas pallets off the floor	 4	4	4	4	5	5	Light bulbs need attention	 Front and face aisle 17,19,8,10	4	4	5	4	Alley clear , looks good	3	3	Totes in aisles , boxes of filters in floor on back aisle	Store struggling with clean up of Christmas because of nowhere to go with displays because of waiting on grading in back.							1/11/2023	Nwncregionaltc@gmail.com		2023 Morganton
1/14/2023 13:08:19	1/14/2023	Winston Salem	1 2023	Winston Salem 1 2023	4	4	5	4	5	Need to bring more furniture to the front.	 5	5	4	4	4	4	Need to sweep floors.	3	3	3	3	3	3	Gallons of paint, need paint order	 Outs getting better, clip strips need to be filled.	5	5	4	5	Getting more organized,  jack is doing a great job.	3	4	Reworking aisle 23 and 24  product in the floor.	Store make strides since inventory,  cleaning looking a lot better since reset in progress.							 1/14/2023	Nwncregionaltc@gmail.com		2023 Winston Salem
1/20/2023 9:52:00	1/20/2023	Ridgeway	1 2023	Ridgeway 1 2023	4	4	4	4	5	Parking lot looks good. Constantly need to replace price signs on Amish. Pallet of firewood still bundled and strapped needs to be available to be sold. Dispose of old bags of Quickrete Sandmix and do not reorder.	 4	4	4	4	4	4	Entry looks great. Truly a big difference. Stihl is full, merchandising looks good. Recommend moving the Yeti off the floor as much as possible except for the 2 racks to increase visibility. Helpful  hub and Paint desk need to be cleaned every day. Floors look good as well as bathrooms but the trash in the bathroom needs to be emptied.	3	3	3	3	4	5	Electrical wire, electrical fittings, Danco, plumbing Valves	Lots of new tags and reset looks good. Still have a lot of price issues in electrical and plumbing. Put some focus on locating and repricing these sections. Quite a bit of dead peg space that needs some attention. Hillman looks best I’ve ever seen it.	 4	5	4	5	Wow. What a difference. We have floor space! Still some areas we can improve on here with regards to getting stock out and onto the sales floor but miles above where we were last year. Great work keeping this area productive and good job getting your orders up. Again, goal is “Truck to floor in 24”.	 5	5	Good work here folks.	 Good evaluation overall. Still a few areas we can improve on with regards to shelf maintenance.  Remember that we must shoot outs in PIP every, single, week, and review them for claims, stock-outs, etc. I will be checking your date if last PIP every Monday. Keep up the good work guys, and I really look forward to hearing about all your ideas at the Store Planning meeting in February.							 1/20/2023	nwace.regional@gmail.com		2023 Ridgeway
1/23/2023 10:31:08	1/23/2023	Blacksburg	1 2023	Blacksburg 1 2023	4	5	5	5	4	Let’s get a hose hanger for the hose on the sidewalk. Pick up the banner stuffed in the corner as well as the pallet leaned against the building near the stairs near the side steps.	 5	5	5	3	5	5	The paint mixing area needs some attention. I know the security guys are still working back there but it’s always been a work in progress.	 5	5	5	5	5	5		Looks great! Keep up the good work!	5	5	5	5	Finally no more pallets of cardboard! Way to stay on that. Good job getting these areas squared away, allowing you to get the Back Stock program up and rolling.	 5	5	Good job!	Killer job! Keep setting up accounts and providing excellent customer service and sales should continue to climb!							1/23/2023	nwace.chrisadams@gmail.com		2023 Blacksburg
1/25/2023 10:59:20	1/25/2023	Salem	1 2023	Salem 1 2023	5	4	4	4	5	Looks pretty good out there, maybe a little boring. Now is the time to offload some Amish at a discount. Show more variety near the door and clear signage that it is discounted. Pick up the windmills or remove them from the grassy area.	 5	5	4	4	5	5	We need to take a customers perspective on the Hub and Paint area. Not terrible but not inviting.	 5	4	5	5	5	5	Need to hit outs in plumbing and hardware. Plumbing needs some organization.	 Everything looks pretty good just need to keep shooting outs.	 3	5	5	5	Decisions need to be made with lingering products in carts and totes.	 4	5	Not counting the cleaning reset, there are a couple totes in the floor around the paint desk and the main Yeti section.								 1/25/2023	nwace.chrisadams@gmail.com		2023 Salem
1/26/2023 15:16:03	1/26/2023	Clifton	1 2023	Clifton 1 2023	5	5	5	4	5	Looking good out back. You have a couple carts, shovels and empty plant rack laying around but nothing major.	 4	5	4	4	4	3	We need to address the bathroom situation as soon as possible. Store is looking good overall.	 4	4	4	4	4	5		Getting better each month. Keep plowing through all of this tedious work, it will pay off.	 2	4	4	4	Spring cleaning can’t get here soon enough.	 4	4	Most of it is due to resets ongoing but the Frontline case is laying around and have misc. totes up front/Yeti area.	 We are heading in the right direction! Having a functional warehouse will sooth a lot of pains.							 1/26/2023	nwace.chrisadams@gmail.com		2023 Clifton
1/27/2023 11:16:14	1/27/2023	Brambleton	1 2023	Brambleton 1 2023	4	5	4	4	5	Amish furniture could use some straightening up by the front door. Plant racks don’t need to be out there. The covered area looks really nice.	 4	5	4	4	5	5	Checkout looks great with a good product mix. The freestanding displays near the toys could look better. Paint and hub have clutter that’s visible to customers.	 5	5	4	4	5	5		Looking very solid. Some areas have some heavy back stock but mainly on seasonal items.	 4	5	5	5	Looking good! Organization could help but in good shape.	 5	5	Good job!								1/27/2023	nwace.chrisadams@gmail.com		2023 Brambleton
2/11/2023 13:03:13	2/11/2023	Blackstone	2 2023	Blackstone 2 2023	5	5	5	4	4	Get trash under bench outside. Trellis’ out front look bad and have fallen over. Either need to be better secured or remerchandised inside.	5	4	5	5	5	4	The floors look AWESOME! Probably have cleanest Hub in company. Bathroom toilet still looks like it’s leaking and rotting the drywall. Need to get his addressed before it gets worse. Bathroom across the street needs a toilet handle, water has been running over there for who knows how long because the chain was sucked under the flapper.	4	5	5	5	5	3	Check prices on Mother Earth products. Some headers displayed		5	5	5	5	David needs to learn propane. Most people should know how to fill Propane as well as cut keys and mix paint, but David especially.	 5	5		Store looks great. Floors look better than I’ve ever seen them. Keep up the good work, but take the rest of February to focus on training (Propane, plumbing, sales training, safety, etc.)							2/11/2023	nwhardware@gmail.com		2023 Blackstone
2/13/2023 14:06:39	2/13/2023	Christiansburg	2 2023	Christiansburg 2 2023	4	4	4	5	5	Keep your slides current and relevant to the week you’re in. Cigarette butt container by the back door is full of butts and water, looks rough. The back lot and hill still need to be seeded.	3	4	4	4	4	5	Need to strap down and get to work on the impulse section. Front registers have a lot of out of date product: close out and policy a. Entry looks good but I think we need more product pricing on the Stihl big units; floors could use a little cleaning in spots like where the paint mixer is and I’m front of the hub. Bathrooms were good	3	2	4	4	4	4	Lawn and garden; long handled tools; grass seed; automotive	 Lots of double tags and shelf maintenance issues. We are not shooting outs nearly enough and it shows; clicked over 350 outs in 1/4 of the store. Must do better here.	4	5	3	5	We still have the cleaning reset that was delivered 4 weeks ago. This needs to be finished ASAP. Back room otherwise if manageable.	 5	5		Store has a lot going right but the shelf maintenance issues, outs, double tags, and location issues are snowballing on you guys. You have to buckle down and get a handle on these things and then figure out a schedule to address these issues consistently.  Reach out to me if you have any questions or needs.							2/13/2023	nwace.regional@gmail.com		2023 Christiansburg
2/14/2023 10:42:47	2/14/2023	Morganton	2 2023	Morganton 2 2023	3	3	5	3	4	Pallets leaning up against soil .	5	5	4	4	5	5	Great improvement,  looks inviting.	 4	1	4	4	4	5	Light bulbs, air filters	Over 1000 outs	3	4	4	5	Looking better , working on spring scotts order	5	5	No safety issues	Need to work on pip and outs							2/14/2023	Nwncregionaltc@gmail.com		2023 Morganton
2/14/2023 11:02:03	2/14/2023	Vinton	2 2023	Vinton 2 2023	4	4	3	4	5	Lower lot by propane is looking a little rough and could use some attention. Pricing on the pallets out front is alway an issue, is there a better way? Your electronic reader board does not need to have our winter hours on it, but even so, they are wrong. We are not closed on Saturday as it insinuates. That reader board is the best way to interact with your customers daily and it isn’t being utilized effectively.	 5	5	4	5	5	3	Your entry and first look are very good. Registers are clear of clutter and well stocked in impulse. Paint desk is good and lower hub is effective. Your main bathroom needs some serious work. The toilet is cracked around the flange, there was water and toilet paper on the floor, the floors themselves look dirty and gross and the bathroom door is very hard to operate.	 5	2	3	4	5	5	Tools, PTA, Stihl,	 Over triple the amount of outs I expected to see in your power tools and accessories as well as Stihl bars and Chains. Over 300 outs in an area that 100 would be considered acceptable. Location and closeout maintenance is a big reason but another is the shooting of outs that is too sporadic. Try and get his done religiously.	 3	5	5	4	Your Stihl parts and workshop are in serious need of organizing before the season really breaks loose. Currently assembling units would be a struggle.	5	5	Keep it ip	The store looks great on the surface and most of your areas where we’ve applied focus like grills, lawn and garden, flags, and hallmark have really been highlighted and show great. Now it’s time to put our focus back into the moves and flow that we need to have happen to accomplish your sales goal for 2023. You may consider assigning some of your new people to these departments to give them an opportunity to learn and advance with your guidance.  Before you move tools or Accessories, we have to make sure all those empty tags are valid and part of the set so that needs to be a priority.							 2/14/2023	nwAce.regional@gmail.com		2023 Vinton
2/14/2023 14:49:57	2/14/2023	Hickory	2 2023	Hickory 2 2023	5	5	4	5	5	Sign not able to change slides	5	5	5	5	5	5	Store is very clean	5	4	5	5	5	5	Grass seed	312 outs	5	5	5	5	Working on NOP transfers	5	5	No safety issues	Very clean and organized							 2/14/2023	Nwncregionaltc@gmail.com		2023 Hickory
2/16/2023 8:23:27	2/16/2023	Hollins	2 2023	Hollins 2 2023	4	4	4	3	5	Old racks out back (SIC) need to be trashed. They will be ruined by weather.  All your metal and old AC units I’ll get rid of next week at the latest. The fallen down broken wind spinners near the entrance look bad; trash them or merchandise them.	 5	4	3	3	3	4	First entry looks fantastic. Love the Eggs greeting you as you turn the corner. Paint desk and counter are a little messy. Floors really need a good sweep and scrape; lots of spills and stickers on the floor.	 5	3	5	4	5	1	Bird seed; gas cans; long handle tools;	 Clicked 75 outs in aisles 1, 3, and 4 combined. No endcap headers displayed at all. Aisle 2 is packed full and looks fantastic. Price tags and locations are accurate, so great work here.	4	5	4	5	Full but organized. Good job getting the store use grills inside.	 5	5		Store looks great overall. Take a few look at some of these sections that you’ve dropped in and address them as soon as you can. It needs to be said you all continue to excel in shelf pricing and locations as well as claims, so great work in those areas. Keep up the good work.							2/16/2023	nwace.regional@gmail.com		2023 Hollins
